Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
P62987,Ubiquitin-60S ribosomal protein L40,60.16,23,1,14,568,1.734,1;1;1,5.1,1.627,1;1;1,2.7,1.131,1;1;1,1.7,1.443,1;1;1,4.9,1.385,1;1;1,6,510.31,60.16,14,200,473.14,60.16,13,182,481.09,60.16,13,186,128,14.7,9.83
P62993,Isoform 1 of Growth factor receptor-bound protein 2,71.89,4,17,17,182,0.834,41;39;44,2,0.816,41;39;44,1,0.893,41;39;44,1.3,0.916,41;39;44,6.5,0.911,41;39;44,0.7,165.85,67.28,14,62,164.97,69.12,16,60,150.45,54.84,13,60,217,25.2,6.32
P63000,Isoform A of Ras-related C3 botulinum toxin substrate 1,49.48,11,6,12,251,0.74,4;5;6,16.4,0.85,4;5;6,19.4,0.973,4;5;6,14.5,1.077,4;5;6,18.4,0.807,4;5;6,5.2,138.21,46.88,10,81,164.7,49.48,12,91,165.19,43.23,10,79,192,21.4,8.5
P63010,Isoform 1 of AP-2 complex subunit beta,21.45,5,7,22,128,0.844,11;14;12,8.5,0.843,11;14;12,4.6,0.837,11;14;12,4,0.916,11;14;12,8.6,0.909,11;14;12,2,88.64,17.18,16,35,105.08,21.34,20,50,86.54,19.85,20,43,937,104.5,5.38
P63027,Vesicle-associated membrane protein 2,43.1,8,2,6,28,1.167,2;3;3,12.9,1.268,2;3;3,10.1,1.171,2;3;3,6.6,1.081,2;3;3,3.8,1,2;3;3,6.2,22.52,42.24,4,7,42.93,43.1,4,11,39.62,43.1,5,10,116,12.7,8.13
P63092,Isoform 3 of Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,31.4,17,11,12,54,0.973,5;7;4,9,0.913,5;7;4,1.6,0.932,5;7;4,4.4,0.91,5;7;4,3.4,0.988,5;7;4,6.4,46.66,29.02,11,19,46.58,27.7,9,20,33.26,18.47,6,15,379,44.2,6.29
P63096,Guanine nucleotide-binding protein G(i) subunit alpha-1,27.12,14,1,10,162,,,,,,,,,,,,,,,,94,22.03,8,55,104.97,22.88,9,55,70.16,27.12,10,52,354,40.3,5.97
P63104,14-3-3 protein zeta/delta,83.27,15,25,34,1606,0.554,367;411;398,1.2,0.494,368;411;398,3.5,0.68,370;411;398,2.1,0.603,368;411;398,2.2,0.872,367;409;397,0.3,1568.53,83.27,32,507,1713.84,80.82,33,552,1601.06,78.37,31,547,245,27.7,4.79
P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,19.91,17,8,8,35,0.978,11;6;4,8.7,1.079,11;6;4,7.3,1.007,11;6;4,2.6,1.006,11;6;4,12.2,0.998,11;6;4,3.3,43.82,16.55,7,15,32.86,16.78,6,11,26.29,16.78,6,9,447,51.7,6.2
P63165,Small ubiquitin-related modifier 1,39.6,8,6,6,20,1.577,3;3;4,27.3,1.613,3;3;4,19.2,1.241,3;3;4,4,1.415,3;3;4,32.5,1.032,3;3;4,6.3,8.39,33.66,4,6,7.24,33.66,5,7,10.4,33.66,4,7,101,11.5,5.52
P63167,"Dynein light chain 1, cytoplasmic",51.69,1,5,6,60,1.203,13;15;15,19.5,0.943,13;15;15,27.1,1.25,13;15;15,27.2,1.424,13;15;15,9.7,0.969,13;15;15,4,45.26,51.69,6,20,47.67,51.69,6,21,37.99,51.69,5,19,89,10.4,7.4
P63173,60S ribosomal protein L38,40,8,2,3,19,1.502,3;2;3,5.8,1.356,3;2;3,13.3,1.313,3;2;3,6.7,1.297,3;2;3,15.3,1.142,3;2;3,3.9,13.97,40,3,8,10.77,40,3,7,9.27,31.43,2,4,70,8.2,10.1
P63208,Isoform 1 of S-phase kinase-associated protein 1,56.44,4,9,9,45,0.896,9;10;8,13.2,0.886,9;10;8,5.8,0.86,9;10;8,10.1,0.897,9;10;8,9.4,1.039,9;10;8,4,32.33,53.37,8,15,37.72,56.44,9,15,20.86,53.37,7,15,163,18.6,4.54
P63218,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,36.76,2,4,4,21,0.738,6;5;5,14.8,0.742,6;5;5,19.7,0.784,6;5;5,14.4,0.823,6;5;5,12.3,0.993,6;5;5,3.7,10.6,33.82,3,7,12.16,26.47,3,6,15.76,26.47,3,8,68,7.3,9.85
P63220,40S ribosomal protein S21,68.67,16,8,8,48,1.275,7;9;6,3.2,1.256,7;9;6,6.5,1.138,7;9;6,5.4,1.132,7;9;6,12.9,1.092,7;9;6,4.6,45.05,54.22,5,14,48.18,68.67,8,18,45.37,60.24,7,16,83,9.1,8.5
P63241,Isoform 1 of Eukaryotic translation initiation factor 5A-1,66.88,7,14,14,218,0.822,50;58;46,1.8,0.645,50;58;46,1.4,0.692,50;58;46,7.3,0.814,50;58;46,0.9,1.022,50;58;46,1.1,197.02,66.88,12,73,207.37,66.88,14,79,174.41,66.88,12,66,154,16.8,5.24
P63244,Guanine nucleotide-binding protein subunit beta-2-like 1,43.85,24,13,13,117,1.249,22;24;26,2.6,1.191,22;24;26,2.9,1.034,22;24;26,5.3,1.062,22;24;26,5.5,1.15,22;24;26,4.2,92.07,41.64,10,33,112.29,26.5,10,43,108.22,43.53,12,41,317,35.1,7.69
P63279,SUMO-conjugating enzyme UBC9,26.58,2,3,3,21,1.712,5;5;5,3.9,1.371,5;5;5,10.1,1.188,5;5;5,20.1,1.17,5;5;5,13.2,1.042,5;5;5,6.3,17.85,26.58,3,6,14.47,14.56,2,7,13.77,14.56,2,8,158,18,8.66
P63313,Thymosin beta-10,52.27,2,4,8,115,1.812,12;15;16,0.2,2.607,12;15;16,6.7,1.768,12;15;16,3.9,2.425,12;15;16,1.1,1.031,12;15;16,4.4,79.87,52.27,8,43,60.77,52.27,7,34,74.65,52.27,7,38,44,5,5.36
P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,52.75,2,3,16,94,0.967,9;11;12,10.2,0.907,9;11;12,8.1,0.875,9;11;12,2.1,1.063,9;11;12,14.6,1.007,9;11;12,0.6,77.23,39.48,12,26,113.74,45.31,14,36,89.5,45.31,14,32,309,35.6,5.54
P67809,Nuclease-sensitive element-binding protein 1,53.4,12,13,13,64,1.532,14;14;19,15,1.306,14;14;19,31.1,1.02,14;14;19,10,1.361,14;14;19,7.9,1.146,14;14;19,4.5,45.18,52.47,11,18,44.43,47.22,11,21,56.8,53.09,12,25,324,35.9,9.88
P67812,Signal peptidase complex catalytic subunit SEC11A,27.93,4,6,6,54,0.97,7;7;7,7.9,0.946,7;7;7,15.9,1.011,7;7;7,10.2,0.9,7;7;7,11.2,0.981,7;7;7,1.7,39.36,27.93,6,16,49.44,27.93,6,17,49.85,27.93,6,21,179,20.6,9.48
P67870,Casein kinase II subunit beta,33.95,6,5,5,9,0.76,2;3;2,13.2,0.814,2;3;2,24.4,0.904,2;3;2,18.7,0.699,2;3;2,10.5,1.035,2;3;2,3.4,7.74,13.95,1,2,10.45,19.07,3,3,12.43,27.44,4,4,215,24.9,5.55
P67936,Isoform 1 of Tropomyosin alpha-4 chain,91.13,7,12,56,2420,0.647,92;78;77,6.9,0.56,93;78;77,12.2,0.791,93;78;77,7.1,0.938,93;78;77,3.9,0.765,93;78;77,0.8,2273.6,88.31,54,833,2157.5,90.73,54,789,2082.23,91.13,55,798,248,28.5,4.69
P67936,Isoform 2 of Tropomyosin alpha-4 chain,82.04,6,5,52,2082,0.419,4;7;5,16.5,0.389,4;7;5,12.6,0.597,4;7;5,11.5,0.598,4;7;5,8.4,0.691,4;7;5,3.8,1915.89,79.23,48,697,1918.08,79.58,51,688,1848.23,79.58,49,697,284,32.7,4.73
P68036,Ubiquitin-conjugating enzyme E2 L3,66.23,7,12,14,87,0.729,15;18;18,10.9,0.669,15;18;18,3.5,0.763,15;18;18,8.5,0.771,15;18;18,9.1,0.911,15;18;18,1.9,49.92,63.64,11,29,60.31,65.58,13,29,66.17,64.94,12,29,154,17.9,8.51
P68104,Elongation factor 1-alpha 1,51.73,15,30,30,646,1.455,161;177;163,1.4,1.473,161;177;163,1.8,1.181,161;177;163,2.5,1.22,161;177;163,1.9,1.111,161;176;163,1.1,460.28,50.87,26,203,518.1,50.87,27,229,480.22,51.3,27,214,462,50.1,9.01
P68363,Tubulin alpha-1B chain,70.73,12,1,27,1322,0.338,-;1;1,,0.426,-;1;1,6.3,0.433,-;1;1,5.9,0.444,-;1;1,,0.804,-;1;1,10,1462.7,64.52,23,447,1285.06,60.98,24,418,1309.5,62.08,24,457,451,50.1,5.06
P68366,Tubulin alpha-4A chain,68.97,12,7,29,1100,0.602,83;96;88,1.6,0.533,83;96;88,1.3,0.747,83;96;88,1.1,0.79,83;96;88,1.7,0.718,83;96;88,0.3,1170.52,67.41,26,346,1185.68,67.63,27,374,1117.49,68.75,27,380,448,49.9,5.06
P68371,Tubulin beta-2C chain,65.17,14,1,23,865,0.766,14;13;11,4.7,0.745,14;13;11,6,0.848,14;13;11,1.2,1.01,14;13;11,8.6,0.835,14;13;11,3,850.02,65.17,22,284,848.45,62.02,22,291,800.58,62.02,22,290,445,49.8,4.89
P68402,Platelet-activating factor acetylhydrolase IB subunit beta,6.11,2,2,2,5,0.55,-;1;2,,0.435,-;1;2,37.1,0.587,-;1;2,36,0.489,-;1;2,,0.772,-;1;2,15.9,1.88,6.11,2,2,1.88,2.62,1,1,1.97,6.11,2,2,229,25.6,5.92
P68431,Histone H3.1,73.53,8,1,18,1109,1.554,27;15;12,2,1.576,27;15;12,9.5,1.421,27;15;12,3.3,1.351,27;15;12,1.7,1.269,27;15;12,1.8,847.21,73.53,16,373,839.27,69.12,16,360,873.5,73.53,17,376,136,15.4,11.12
P68871,Hemoglobin subunit beta,82.99,8,7,15,1332,1.456,237;221;199,6.3,2.851,238;221;199,1,3.296,238;221;199,1.7,3.322,238;221;199,6.4,1.452,237;220;197,4.8,1416.89,82.99,14,464,1313.24,82.99,15,444,1096.98,82.99,14,424,147,16,7.28
P69891,Hemoglobin subunit gamma-1,20.41,9,1,4,30,0.922,1;1;2,63.3,1.404,1;1;2,79,1.784,1;1;2,72.9,1.664,1;1;2,67.2,1.266,1;1;2,41.6,22.41,19.73,3,9,22.62,20.41,4,11,22.86,20.41,3,10,147,16.1,7.2
P69905,Hemoglobin subunit alpha,55.63,3,7,7,2113,1.251,332;314;333,1.5,1.984,340;324;336,4.4,2.085,340;324;336,5,2.278,340;324;336,3.2,1.195,331;320;335,1.7,2501.73,55.63,7,761,2078.38,55.63,7,629,2167.49,55.63,7,723,142,15.2,8.68
P78316,Isoform 1 of Nucleolar protein 14,3.62,3,2,2,5,1.914,1;-;1,31.7,2.333,1;-;1,,1.696,1;-;1,11.2,2.075,1;-;1,38.5,1.131,1;-;1,,8.27,3.62,2,3,,,,,2.63,1.28,1,2,857,97.6,7.58
P78318,Immunoglobulin-binding protein 1,12.39,2,3,3,22,0.951,5;5;4,3.9,1.017,5;5;4,6.4,0.995,5;5;4,7.7,0.938,5;5;4,5.1,1.023,5;5;4,4.5,24.03,12.39,3,8,24.29,12.39,3,7,24.21,12.39,3,7,339,39.2,5.38
P78324,Isoform 1 of Tyrosine-protein phosphatase non-receptor type substrate 1,12.52,17,6,6,12,1.193,2;2;3,11.8,1.404,2;2;3,12,1.19,2;2;3,5,0.981,2;2;3,8.9,1.229,2;2;3,3.3,12.29,9.54,4,4,11.08,8.35,4,5,8.77,6.56,3,3,503,54.8,6.76
P78325,disintegrin and metalloproteinase domain-containing protein 8 isoform 3 precursor,1.09,3,1,1,1,,,,,,,,,,,,,,,,,,,,1.84,1.09,1,1,,,,,733,78.8,7.62
P78344,Isoform 2 of Eukaryotic translation initiation factor 4 gamma 2,18.53,4,14,14,44,0.835,7;8;7,9,0.81,7;8;7,14.8,0.905,7;8;7,9.5,0.896,7;8;7,16.5,0.971,7;8;7,3.8,43.26,16.34,12,16,42.76,14.38,10,16,34.18,12.43,9,12,869,98.1,6.99
P78347,Isoform 2 of General transcription factor II-I,7.84,8,6,6,14,1.251,3;1;1,18.4,1.275,3;1;1,22,1.173,3;1;1,18.8,1.229,3;1;1,9.6,1.1,3;1;1,6.2,18.82,6.06,5,7,7.82,3.13,3,3,9.97,4.91,4,4,957,107.9,7.94
P78356,Isoform 1 of Phosphatidylinositol-5-phosphate 4-kinase type-2 beta,21.88,4,3,12,54,1.011,1;-;2,11.4,1.081,1;-;2,,1.165,1;-;2,2.7,1.057,1;-;2,4.5,0.996,1;-;2,,49.69,16.11,9,18,41.13,19.71,9,18,42.7,19.71,9,18,416,47.3,7.33
P78362,Isoform 1 of Serine/threonine-protein kinase SRPK2,1.89,5,1,1,4,2.439,1;1;1,3.7,2.927,1;1;1,10,2.217,1;1;1,2.8,1.892,1;1;1,8.7,1.327,1;1;1,10.5,4.34,1.89,1,1,6.39,1.89,1,2,3.28,1.89,1,1,688,77.5,4.97
P78371,T-complex protein 1 subunit beta,64.3,2,32,32,307,1.016,61;60;63,0.5,0.933,61;60;63,1.8,0.979,61;60;63,0.3,0.984,61;60;63,4.3,0.958,61;60;63,1,361.59,59.07,26,112,314.17,61.12,28,99,274.04,62.06,28,96,535,57.5,6.46
P78406,mRNA export factor,39.67,3,11,11,32,1.18,4;8;6,5.1,1.263,4;8;6,2.3,1.148,4;8;6,4.7,1.031,4;8;6,8.2,1.034,4;8;6,1.3,26.78,27.45,7,9,35.18,37.5,10,13,26.22,33.15,8,10,368,40.9,7.83
P78417,Glutathione S-transferase omega-1,37.34,3,13,13,168,0.559,39;45;35,5,0.579,39;45;35,4.8,0.768,39;45;35,3.6,0.71,39;45;35,3,0.818,39;45;35,1.6,119.13,37.34,12,48,148.54,37.34,13,61,133.46,36.93,12,59,241,27.5,6.6
P78527,Isoform 1 of DNA-dependent protein kinase catalytic subunit,19.77,3,71,72,270,1.174,61;45;50,0.3,1.173,61;45;50,0.3,1.106,61;45;50,1.9,1.084,61;45;50,3.7,1.121,61;45;50,1.7,248.86,16.59,58,94,216.49,15.33,56,89,205.55,15.53,55,87,4128,468.8,7.12
P78536,Isoform A of Disintegrin and metalloproteinase domain-containing protein 17,1.82,2,2,2,3,0.808,-;1;-,,0.815,-;1;-,,0.87,-;1;-,,0.804,-;1;-,,0.913,-;1;-,,0,0.61,1,1,0,1.21,1,1,0,1.21,1,1,824,93,5.76
P78537,Biogenesis of lysosome-related organelles complex 1 subunit 1,18.95,3,3,3,3,1.487,1;-;-,,1.414,1;-;-,,1.349,1;-;-,,1.738,1;-;-,,1.134,1;-;-,,1.96,7.19,1,1,0,4.58,1,1,2.44,7.19,1,1,153,17.3,9.33
P78559,microtubule-associated protein 1A,1.11,3,2,2,2,0.769,-;1;-,,0.701,-;1;-,,0.896,-;1;-,,0.906,-;1;-,,0.886,-;1;-,,,,,,6.85,1.11,2,2,,,,,2803,305.3,4.92
P78560,Death domain-containing protein CRADD,7.04,2,1,1,2,1.866,-;1;1,,2.085,-;1;1,7.1,1.829,-;1;1,4.1,1.879,-;1;1,,0.904,-;1;1,12.3,,,,,0,7.04,1,1,0,7.04,1,1,199,22.7,6.8
P80188,Neutrophil gelatinase-associated lipocalin,37.37,2,7,7,57,1.206,14;18;22,4.3,3.35,14;18;22,26.8,4.277,14;18;22,12.1,4.552,14;18;22,26.4,1.279,14;18;22,4.6,36.81,33.84,5,14,49.81,37.37,7,21,48.21,33.84,6,22,198,22.6,8.91
P80297,Metallothionein-1X,32.79,10,2,2,2,0.734,2;-;-,,0.895,2;-;-,,0.682,2;-;-,,0.906,2;-;-,,0.985,2;-;-,,4.64,32.79,2,2,,,,,,,,,61,6.1,7.96
P80303,Isoform 1 of Nucleobindin-2,39.76,3,15,16,78,0.948,18;15;15,5.4,0.898,18;15;15,12.4,0.947,18;15;15,13,0.98,18;15;15,8,1.021,18;15;15,2.2,67.65,35.24,12,26,79.02,27.14,10,24,71.17,37.38,13,28,420,50.2,5.12
P80511,Protein S100-A12,30.43,2,3,3,14,0.932,3;2;3,14.3,1.749,3;2;3,1.4,2.226,3;2;3,9.8,2.015,3;2;3,6.8,1.538,3;2;3,8.7,16.96,30.43,3,6,8.47,22.83,2,3,8.44,9.78,1,5,92,10.6,6.25
P80723,Isoform 1 of Brain acid soluble protein 1,72.69,2,9,9,48,1.398,15;12;11,11.2,1.73,15;12;11,18.1,1.638,15;12;11,11.3,1.693,15;12;11,11.5,1.3,15;12;11,2.9,58.74,72.69,9,20,38.41,54.19,7,15,34.17,47.58,7,13,227,22.7,4.63
P81605,Dermcidin,12.73,1,1,1,1,2.303,1;-;-,,1.801,1;-;-,,1.871,1;-;-,,2.809,1;-;-,,1.027,1;-;-,,2.66,12.73,1,1,,,,,,,,,110,11.3,6.54
P82675,"Isoform 2 of 28S ribosomal protein S5, mitochondrial",7.57,3,2,2,5,1.371,1;1;2,11.3,1.402,1;1;2,7.4,1.478,1;1;2,8.1,1.522,1;1;2,7.5,1.363,1;1;2,4.6,3.87,4.38,1,1,3.76,4.38,1,1,7.94,7.57,2,3,251,27.7,9.67
P82909,"28S ribosomal protein S36, mitochondrial",47.57,2,4,4,15,0.979,4;2;5,9.5,0.975,4;2;5,11.4,1.032,4;2;5,9,1.021,4;2;5,21.9,0.974,4;2;5,3.6,14.45,29.13,2,5,8.55,29.13,2,3,16.39,47.57,4,7,103,11.5,9.99
P82933,"28S ribosomal protein S9, mitochondrial",6.31,1,2,2,4,1.178,1;1;1,7.9,1.369,1;1;1,1.9,1.169,1;1;1,6.7,1.034,1;1;1,4.5,1.044,1;1;1,6.5,4.18,3.79,1,1,3.1,3.79,1,1,3.1,6.31,2,2,396,45.8,9.51
P82979,SAP domain-containing ribonucleoprotein,52.38,10,12,12,45,1.716,6;7;7,8.2,1.868,6;7;7,10.2,1.309,6;7;7,7.4,1.671,6;7;7,15.4,1.241,6;7;7,2.3,27.23,43.81,9,12,31.91,47.62,10,16,29.25,41.43,10,17,210,23.7,6.42
P83111,"Isoform 1 of Serine beta-lactamase-like protein LACTB, mitochondrial",17.92,3,8,8,27,1.05,5;10;7,11.8,0.997,5;10;7,1.2,1.067,5;10;7,3.3,0.933,5;10;7,3.2,1.049,5;10;7,4.4,20.36,10.42,5,7,32.43,17.92,7,12,27.43,17.92,6,8,547,60.7,8.53
P84022,Mothers against decapentaplegic homolog 3,5.18,6,1,2,4,,,,,,,,,,,,,,,,,,,,4.83,5.18,2,2,6.66,3.06,1,2,425,48,7.15
P84077,ADP-ribosylation factor 1,67.4,16,7,12,153,0.576,19;18;22,16.8,0.531,19;18;22,23.4,0.582,19;18;22,12.4,0.568,19;18;22,11.8,0.923,19;18;22,1.8,128.18,56.35,10,50,151.81,67.4,11,54,128.67,56.35,11,49,181,20.7,6.8
P84085,ADP-ribosylation factor 5,65.56,14,4,10,82,0.77,4;5;5,10.9,0.763,4;5;5,9.9,0.837,4;5;5,1.7,0.832,4;5;5,6.6,0.888,4;5;5,2.9,51.34,41.67,7,23,88.28,53.89,7,31,75.62,52.78,8,28,180,20.5,6.79
P84090,Enhancer of rudimentary homolog,30.77,1,4,4,50,1.715,14;12;15,3.8,1.619,14;12;15,8.6,1.273,14;12;15,7,1.251,14;12;15,3.3,1.203,14;12;15,2.9,42.18,30.77,4,16,48.5,30.77,3,17,44.2,30.77,4,17,104,12.3,5.92
P84095,Rho-related GTP-binding protein RhoG,66.49,7,13,14,173,1.238,22;30;27,5.8,1.438,22;30;27,7.2,1.201,22;30;27,2.6,1.251,22;30;27,7,1.066,22;30;27,1.5,165.05,59.16,13,55,168.57,65.97,13,61,152.44,59.16,12,57,191,21.3,8.12
P84098,60S ribosomal protein L19,38.27,4,10,10,80,1.442,14;16;13,16.5,1.427,14;16;13,11.9,1.035,14;16;13,3.4,1.212,14;16;13,13.1,1.226,14;16;13,1.9,47.22,32.65,7,28,39.92,30.61,8,29,46.12,32.14,7,23,196,23.5,11.47
P84101,Putative uncharacterized protein SERF2,60,9,3,3,10,1.586,2;3;1,4.6,1.735,2;3;1,2.8,1.397,2;3;1,4.7,1.289,2;3;1,5.1,1.185,2;3;1,5,6.17,37.78,2,3,9.79,60,3,6,3.5,17.78,1,1,45,5.2,10.07
P84243,Histone H3.3,73.53,12,3,18,1128,1.171,34;29;25,6.5,1.186,34;29;25,3.6,1.074,34;29;25,3.8,0.97,34;29;25,6,1.241,34;29;25,2.1,860.73,73.53,16,377,868.58,69.12,16,369,898.47,73.53,17,382,136,15.3,11.27
P85037,Isoform 1 of Forkhead box protein K1,2.05,3,2,2,4,1.39,2;-;-,,1.401,2;-;-,,1.257,2;-;-,,1.112,2;-;-,,1.196,2;-;-,,5.31,2.05,2,2,2.74,1.09,1,1,2.54,1.09,1,1,733,75.4,9.32
P98082,Isoform 2 of Disabled homolog 2,7.25,6,3,3,7,0.561,1;1;2,36.5,0.441,1;1;2,32.9,0.691,1;1;2,31.2,0.645,1;1;2,32.3,0.766,1;1;2,9.1,7.53,1.99,1,2,6.45,3.44,2,2,8.66,7.25,3,3,552,58.8,5.71
P98171,Rho GTPase-activating protein 4,26,12,22,22,97,1.093,26;28;26,3.5,1.102,26;28;26,3.8,1.001,26;28;26,1.5,1.071,26;28;26,2.6,1.087,26;28;26,2.1,105.22,21.78,17,30,122.43,24.74,18,35,114.29,22.94,18,32,946,105,6.34
P98172,Ephrin-B1,3.18,1,1,1,2,0.57,1;-;-,,0.55,1;-;-,,0.857,1;-;-,,0.706,1;-;-,,0.796,1;-;-,,2.55,3.18,1,1,,,,,2.4,3.18,1,1,346,38,8.94
P98175,Isoform 2 of RNA-binding protein 10,4.84,4,3,4,6,0.918,1;-;1,19.9,0.987,1;-;1,,0.862,1;-;1,20.3,0.872,1;-;1,24.4,0.988,1;-;1,,10.42,3.55,3,3,5.99,2.48,2,2,3.33,1.18,1,1,929,103.4,5.97
P98179,Putative RNA-binding protein 3,21.02,1,3,3,19,1.404,1;2;2,12.7,1.522,1;2;2,12.3,1.299,1;2;2,12.3,1.113,1;2;2,12.8,0.994,1;2;2,3.1,12.71,13.38,2,5,23.13,21.02,3,8,15.02,13.38,2,6,157,17.2,8.91
P98194,Isoform 2 of Calcium-transporting ATPase type 2C member 1,13.18,13,10,10,29,0.622,7;9;6,10.6,0.573,7;9;6,13.4,0.798,7;9;6,4.7,0.78,7;9;6,2.3,0.805,7;9;6,1.2,22.76,10.02,8,9,30.86,13.18,10,13,15.32,6.87,6,7,888,96.9,6.32
Q00013,55 kDa erythrocyte membrane protein isoform 4,36.01,8,11,11,61,0.617,11;12;11,18.6,0.548,11;12;11,4.1,0.843,11;12;11,5.5,0.795,11;12;11,10.8,0.806,11;12;11,4.5,52.66,27.98,8,20,48.15,31.88,9,21,51.15,28.44,9,20,436,49,7.31
Q00059,"Transcription factor A, mitochondrial",52.85,3,16,16,60,1.186,12;14;12,8.8,1.154,12;14;12,11.2,1.021,12;14;12,4.8,1.151,12;14;12,11,1.038,12;14;12,1.4,49.92,50.41,14,22,50.3,37.8,11,17,45.81,34.15,11,21,246,29.1,9.72
Q00169,Phosphatidylinositol transfer protein alpha isoform,33.33,2,8,8,12,1.234,1;2;1,4.2,1.244,1;2;1,4.3,1.172,1;2;1,6.3,1.287,1;2;1,20.1,1.034,1;2;1,11.7,5.44,15.93,4,5,6.12,15.19,4,4,0,12.96,3,3,270,31.8,6.55
Q00325,"Isoform B of Phosphate carrier protein, mitochondrial",25.21,6,13,13,120,0.955,18;22;17,3.7,0.855,18;22;17,4.3,0.911,18;22;17,8.2,0.895,18;22;17,0.7,0.962,18;22;17,0.9,57.69,20.78,11,38,74.58,25.21,13,43,62.12,22.71,11,39,361,39.9,9.36
Q00341,Vigilin,13.17,14,11,12,43,1.026,10;10;14,4.7,0.996,10;10;14,7.4,1.084,10;10;14,4.6,0.982,10;10;14,6.9,0.96,10;10;14,4.3,44.21,9.23,7,14,47.7,8.04,7,13,46.46,11.51,11,16,1268,141.4,6.87
Q00403,Transcription initiation factor IIB,15.82,3,4,4,6,0.955,1;-;2,3.8,1.07,1;-;2,,0.946,1;-;2,5.4,0.893,1;-;2,3,1.008,1;-;2,,5.71,7.91,2,2,5.51,7.91,2,2,6.57,7.28,2,2,316,34.8,8.35
Q00526,Cell division protein kinase 3,12.61,90,2,4,43,,,,,,,,,,,,,,,,31.91,9.31,3,13,25.63,8.41,3,14,29.41,12.61,4,16,333,37.6,8.56
Q00534,Cell division protein kinase 6,7.06,80,1,2,33,1.273,-;-;1,,0.963,-;-;1,,0.935,-;-;1,,1.021,-;-;1,,1.281,-;-;1,,24.03,7.06,2,10,22.47,7.06,2,11,26.32,7.06,2,12,326,36.9,6.46
Q00577,Transcriptional activator protein Pur-alpha,23.6,5,8,9,34,0.979,5;8;5,11,0.948,5;8;5,4.9,1,5;8;5,7.6,1.01,5;8;5,14.9,1.001,5;8;5,1,23.82,15.84,5,8,38.3,23.6,9,18,19.05,20.19,6,8,322,34.9,6.44
Q00610,Isoform 2 of Clathrin heavy chain 1,49.48,5,77,77,827,0.718,181;196;190,3.4,0.711,181;196;190,2.3,0.827,181;196;190,2.5,0.791,181;196;190,1,0.88,181;196;190,0.4,762.32,43.81,62,263,838.06,45.09,68,287,742.67,43.93,63,277,1639,187.8,5.69
Q00653,nuclear factor NF-kappa-B p100 subunit isoform b,13.9,3,11,13,24,0.924,3;2;2,11.8,0.963,3;2;2,2.1,0.951,3;2;2,3,0.968,3;2;2,3.9,0.985,3;2;2,1.5,22.38,6.79,6,7,15.9,8.34,7,7,23.31,8.57,9,10,899,96.6,6.25
Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3,49.55,1,14,14,57,0.822,13;10;7,14.4,0.798,13;10;7,14.7,0.843,13;10;7,11.9,0.94,13;10;7,21.6,1.028,13;10;7,4.2,56.18,42.86,12,24,50.87,27.68,11,19,39.13,30.8,9,14,224,25.2,9.28
Q00722,"Isoform 2 of 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-2",17.87,3,19,19,35,0.997,4;10;8,7.5,1.087,4;10;8,3,0.992,4;10;8,1.6,1.071,4;10;8,13.3,0.987,4;10;8,1.6,21.27,7.62,8,9,40.4,11.09,11,13,34.36,11.35,12,13,1181,133.6,6.35
Q00796,Sorbitol dehydrogenase,20.45,2,5,5,17,1,1;1;3,17.4,0.962,1;1;3,15.8,1.038,1;1;3,5.1,0.962,1;1;3,7.7,0.998,1;1;3,13.1,13.28,14.01,3,4,16.87,13.73,4,6,21.74,15.97,4,7,357,38.3,7.97
Q00839,Isoform Long of Heterogeneous nuclear ribonucleoprotein U,49.58,3,6,63,652,1.995,10;16;9,25.8,2.081,10;16;9,33.8,1.466,10;16;9,36.5,1.826,10;16;9,22.7,1.134,10;16;9,3.4,518.61,46.06,51,211,557.59,44.48,54,228,496.28,44,49,213,825,90.5,6
Q00975,Isoform Alpha-1B-2 of Voltage-dependent N-type calcium channel subunit alpha-1B,0.72,5,1,1,1,0.389,-;-;1,,0.423,-;-;1,,0.614,-;-;1,,0.526,-;-;1,,0.715,-;-;1,,,,,,,,,,0,0.72,1,1,2237,251.6,8.48
Q00978,Interferon regulatory factor 9,3.31,1,1,1,1,1.049,-;1;-,,0.996,-;1;-,,0.938,-;1;-,,0.973,-;1;-,,0.935,-;1;-,,,,,,2.92,3.31,1,1,,,,,393,43.7,5.77
