Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
Q15438,Isoform 2 of Cytohesin-1,19.4,6,6,6,20,0.984,9;-;6,0.5,1.205,9;-;6,,1.004,9;-;6,9.4,1.188,9;-;6,6,1.167,9;-;6,,47.66,19.4,6,12,,,,,37.39,14.36,4,8,397,46.3,5.54
Q15459,Splicing factor 3A subunit 1,32.16,6,23,23,86,1.069,35;-;28,0.2,1.226,35;-;28,,1.107,35;-;28,0.8,1.223,35;-;28,5.3,1.188,35;-;28,,150.75,31.15,22,48,,,,,113.67,29.63,21,38,793,88.8,5.22
Q15477,Helicase SKI2W,15.41,5,13,14,18,1.127,11;-;4,5.9,0.995,11;-;4,,0.975,10;-;4,4.4,0.949,10;-;4,2.4,0.927,11;-;4,,46.85,14.04,13,14,,,,,13.68,3.53,3,4,1246,137.7,6.1
Q15526,Isoform 2 of Surfeit locus protein 1,16.67,2,5,5,8,0.901,4;-;1,4.2,0.853,4;-;1,,1.038,4;-;1,4.8,0.852,4;-;1,4.2,0.952,4;-;1,,13.09,16.67,5,5,,,,,9.04,11.81,3,3,288,32,9.36
Q15532,SS18 protein,7.67,3,2,2,2,,,,,,,,,,,,,,,,3.13,4.6,1,1,,,,,3.55,3.07,1,1,391,42.5,7.11
Q15544,Transcription initiation factor TFIID subunit 11,7.58,1,1,1,2,1.062,-;-;1,,1.226,-;-;1,,1.102,-;-;1,,0.71,-;-;1,,1.112,-;-;1,,2.5,7.58,1,1,,,,,0,7.58,1,1,211,23.3,4.88
Q15628,Tumor necrosis factor receptor type 1-associated DEATH domain protein,16.99,3,4,4,12,0.835,6;-;5,23.8,1.018,6;-;5,,0.947,6;-;5,3.4,1.014,6;-;5,5,1.029,6;-;5,,27.59,16.99,4,7,,,,,19.55,12.82,3,5,312,34.2,6.27
Q15642,Isoform 4 of Cdc42-interacting protein 4,19.96,5,7,7,13,1.072,4;-;4,11.1,0.741,4;-;4,,0.957,4;-;4,1.5,0.727,4;-;4,9,0.911,4;-;4,,25.66,18.2,6,7,,,,,23.41,16.01,5,6,456,52.7,6.83
Q15643,Thyroid receptor-interacting protein 11,2.68,1,3,4,4,0.888,3;-;-,,0.91,3;-;-,,1.014,3;-;-,,0.958,3;-;-,,0.85,3;-;-,,10.98,2.68,4,4,,,,,,,,,1979,227.4,5.26
Q15651,Isoform 1 of High mobility group nucleosome-binding domain-containing protein 3,27.27,3,4,4,7,0.734,5;-;1,32.6,1.198,5;-;1,,1.246,5;-;1,29.4,1.26,5;-;1,17.1,1.148,5;-;1,,12.76,27.27,4,6,,,,,0,12.12,1,1,99,10.7,9.66
Q15669,Rho-related GTP-binding protein RhoH,5.76,1,1,1,1,,,,,,,,,,,,,,,,2.46,5.76,1,1,,,,,,,,,191,21.3,8.91
Q15717,ELAV-like protein 1,25.15,2,7,7,26,1.064,10;-;10,4.7,1.162,10;-;10,,1.096,10;-;10,1,1.159,10;-;10,4.9,1.139,10;-;10,,34.86,18.1,5,12,,,,,38.42,25.15,7,14,326,36.1,9.17
Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",5.9,2,3,3,5,0.901,2;-;1,5.3,0.849,2;-;1,,0.866,2;-;1,1.8,0.689,2;-;1,3.1,0.806,2;-;1,,9.16,5.9,3,3,,,,,6.25,4.02,2,2,373,41.9,8.06
Q15746,"Isoform 3B of Myosin light chain kinase, smooth muscle",16.28,31,23,24,155,0.879,67;-;58,2.9,0.695,67;-;58,,0.846,67;-;58,1.4,0.625,67;-;58,1.2,0.751,67;-;58,,271,16.28,24,79,,,,,263.86,15.5,23,76,1794,197.3,6.54
Q15762,CD226 antigen,5.36,1,2,2,12,1.166,4;-;6,5.1,0.777,4;-;6,,0.824,4;-;6,2.1,0.679,4;-;6,7.1,0.803,4;-;6,,13.98,5.36,2,5,,,,,19.24,5.36,2,7,336,38.6,7.94
Q15771,Ras-related protein Rab-30,35.47,3,4,7,53,0.953,6;-;3,18.7,0.745,6;-;3,,0.953,6;-;3,1.7,0.684,6;-;3,13.4,0.912,6;-;3,,72.95,35.47,7,24,,,,,90.22,34.48,6,29,203,23,4.97
Q15785,Mitochondrial import receptor subunit TOM34,26.54,2,6,6,8,0.992,4;-;2,5.7,0.897,4;-;2,,0.887,4;-;2,2,0.854,4;-;2,5.4,0.894,4;-;2,,17.97,26.54,6,6,,,,,6.95,8.74,2,2,309,34.5,8.98
Q15813,Tubulin-specific chaperone E,8.92,2,5,5,7,0.944,3;-;2,16.3,0.905,3;-;2,,0.915,3;-;2,9.3,0.94,3;-;2,18.1,0.847,3;-;2,,11.82,7.21,4,5,,,,,6.82,3.8,2,2,527,59.3,6.76
Q15814,Tubulin-specific chaperone C,18.5,1,4,4,5,0.939,2;-;1,19.7,0.923,2;-;1,,0.94,2;-;1,1,0.901,2;-;1,4.3,0.915,2;-;1,,9.92,18.5,4,4,,,,,2.92,2.6,1,1,346,39.2,5.71
Q15819,Ubiquitin-conjugating enzyme E2 variant 2,44.83,4,4,7,64,0.916,3;-;3,1.3,0.997,3;-;3,,0.995,3;-;3,5.5,0.949,3;-;3,3.8,1.01,3;-;3,,101.12,44.83,7,30,,,,,104.98,40.69,6,34,145,16.4,8.09
Q15833,Syntaxin-binding protein 2,60.54,6,35,37,305,0.94,115;-;112,0.9,0.716,115;-;112,,0.914,115;-;111,3.2,0.694,115;-;112,4.9,0.804,115;-;112,,480.41,56.83,35,153,,,,,450.41,59.53,36,152,593,66.4,6.55
Q15836,Vesicle-associated membrane protein 3,40,7,1,4,17,1.1,2;-;1,10.2,1.143,2;-;1,,1.164,2;-;1,0.6,1.215,2;-;1,9.1,1.191,2;-;1,,36.86,40,4,9,,,,,31.4,40,3,8,100,11.3,8.79
Q15853,Upstream stimulatory factor 2c,5.12,5,1,1,1,0.8,1;-;-,,1.135,1;-;-,,0.96,1;-;-,,1.098,1;-;-,,1.056,1;-;-,,2.93,5.12,1,1,,,,,,,,,215,24,5.69
Q15904,V-type proton ATPase subunit S1,1.49,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2.09,1.49,1,1,470,52,6.14
Q15906,Vacuolar protein sorting-associated protein 72 homolog,2.2,2,1,1,1,1.011,1;-;-,,1.426,1;-;-,,1.165,1;-;-,,1.417,1;-;-,,1.205,1;-;-,,2.52,2.2,1,1,,,,,,,,,364,40.6,6.48
Q15907,Ras-related protein Rab-11B,50.46,7,11,11,100,0.938,43;-;40,0.8,0.748,43;-;40,,0.892,43;-;40,1.3,0.721,43;-;40,0.7,0.806,43;-;40,,151.61,50.46,11,51,,,,,141.84,42.66,9,49,218,24.5,5.94
Q15942,Zyxin,51.75,8,23,23,268,0.806,113;-;114,3.4,0.955,113;-;115,,0.969,113;-;115,0.1,0.83,113;-;115,5.4,0.906,113;-;115,,426.04,51.75,23,132,,,,,457.26,50.52,22,136,572,61.2,6.67
Q16181,Isoform 2 of Septin-7,66.06,13,29,31,252,0.939,106;-;80,1.4,0.852,106;-;80,,0.879,106;-;80,1,0.807,106;-;80,0.7,0.882,106;-;80,,393.42,57.8,29,137,,,,,319.19,59.4,25,115,436,50.5,8.63
Q16363,Isoform 2 of Laminin subunit alpha-4,3.3,2,4,4,7,0.832,4;-;3,14.2,0.592,4;-;3,,0.75,4;-;3,12,0.527,4;-;3,5.2,0.686,4;-;3,,18.85,2.97,3,4,,,,,8.25,1.54,2,3,1816,201.6,6.32
Q16512,Isoform 1 of Serine/threonine-protein kinase N1,22.93,4,16,17,35,1.104,12;-;10,2.7,1.052,12;-;10,,1.02,12;-;10,0.7,0.984,12;-;10,4.9,0.996,12;-;10,,61.71,17.83,14,21,,,,,45.53,16.99,12,14,942,103.9,6.37
Q16514,Isoform TAFII15 of Transcription initiation factor TFIID subunit 12,33.59,2,2,2,4,1.042,2;-;1,57.2,0.976,2;-;1,,1.177,2;-;1,10,0.896,2;-;1,33,1.103,2;-;1,,8.16,33.59,2,2,,,,,8,33.59,2,2,131,14.8,7.99
Q16531,DNA damage-binding protein 1,27.19,5,29,29,84,0.986,26;-;31,1.3,1.062,26;-;31,,1.002,26;-;31,1.7,1.05,26;-;31,0.9,1.015,26;-;31,,111.38,19.74,23,40,,,,,129.5,24.65,25,44,1140,126.9,5.26
Q16537,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,5.57,2,2,2,2,0.987,1;-;1,24.1,0.889,1;-;1,,0.906,1;-;1,13,0.847,1;-;1,26,0.901,1;-;1,,3.54,2.78,1,1,,,,,2.91,2.78,1,1,467,54.7,6.95
Q16539,Isoform CSBP2 of Mitogen-activated protein kinase 14,41.94,26,10,11,40,0.904,19;-;14,0.7,0.84,19;-;14,,1.008,19;-;14,2,0.896,19;-;14,3.8,0.911,19;-;14,,76.96,41.94,11,23,,,,,58.88,36.11,9,17,360,41.3,5.78
Q16543,Hsp90 co-chaperone Cdc37,49.74,1,23,23,107,1.031,45;-;35,2.8,1.01,45;-;35,,1.01,45;-;35,4.3,0.986,45;-;35,1.2,1.023,45;-;35,,175.76,46.83,22,59,,,,,137.19,45.77,17,48,378,44.4,5.25
Q16555,Dihydropyrimidinase-related protein 2,52.8,8,8,21,112,0.976,17;-;20,5.2,0.971,17;-;20,,1.116,17;-;20,0.2,1.07,17;-;20,1.9,0.95,17;-;20,,181.94,48.25,19,53,,,,,210.32,50,20,59,572,62.3,6.38
Q16563,Isoform 2 of Synaptophysin-like protein 1,19.09,4,3,3,8,0.899,4;-;4,8.1,0.968,4;-;4,,1.033,4;-;4,8,0.978,4;-;4,21.7,1.078,4;-;4,,12.84,19.09,3,4,,,,,15.83,16.6,2,4,241,26.4,7.23
Q16566,Calcium/calmodulin-dependent protein kinase type IV,22.41,5,9,10,24,1.001,11;-;6,15.8,1.209,11;-;6,,0.89,11;-;6,7.2,1.098,11;-;6,1.3,1.186,11;-;6,,40.5,17.76,8,13,,,,,24.72,12.47,5,11,473,51.9,5.82
Q16610,Isoform 1 of Extracellular matrix protein 1,11.48,4,4,4,5,0.93,2;-;1,12.5,0.818,2;-;1,,0.915,2;-;1,1.7,0.99,2;-;1,11.4,0.916,2;-;1,,11.57,11.48,4,4,,,,,0,2.78,1,1,540,60.6,6.71
Q16630,Isoform 1 of Cleavage and polyadenylation specificity factor subunit 6,17.6,5,8,8,31,0.979,12;-;13,10.3,1.115,12;-;13,,1.12,12;-;13,0.1,1.136,12;-;13,2.1,1.153,12;-;13,,53.32,15.06,7,16,,,,,45.86,16.15,7,15,551,59.2,7.15
Q16637,Isoform SMN-delta57 of Survival motor neuron protein,7.6,6,2,2,3,0.908,2;-;1,14,1.098,2;-;1,,1.074,2;-;1,0.6,1.089,2;-;1,7.4,1.069,2;-;1,,8.55,7.6,2,2,,,,,3.42,7.2,1,1,250,27.1,5.25
Q16643,Isoform 1 of Drebrin,38.83,7,23,23,93,0.891,41;-;33,1.5,0.775,41;-;33,,0.895,41;-;33,1.6,0.666,41;-;33,3,0.809,41;-;33,,186.41,37.44,22,51,,,,,164.43,31.28,18,42,649,71.4,4.45
Q16644,MAP kinase-activated protein kinase 3,24.08,6,7,9,17,0.945,5;-;6,1.9,0.908,5;-;6,,0.987,5;-;6,1.8,1.005,5;-;6,1.4,0.911,5;-;6,,26.37,18.32,6,8,,,,,26.86,18.06,7,9,382,43,7.28
Q16650,T-box brain protein 1,1.76,1,1,1,3,,,,,,,,,,,,,,,,0,1.76,1,1,,,,,1.88,1.76,1,2,682,74,7.33
Q16656,Isoform Short of Nuclear respiratory factor 1,4.81,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6.71,4.81,2,2,437,46.1,4.91
Q16658,Fascin,4.46,2,2,2,2,1.04,1;-;1,7.5,0.98,1;-;1,,1.074,1;-;1,15.1,1.067,1;-;1,13.2,0.952,1;-;1,,2.95,2.03,1,1,,,,,4.09,2.43,1,1,493,54.5,7.24
Q16666,"Interferon, gamma-inducible protein 16, isoform CRA_b",38.2,10,22,26,91,1.01,36;-;33,5.7,1.156,36;-;33,,1.047,36;-;33,1.1,1.141,36;-;33,1.9,1.135,36;-;33,,139.33,33.15,22,47,,,,,147.02,34.24,23,44,733,82.4,9.32
Q16698,"2,4-dienoyl-CoA reductase, mitochondrial",46.87,2,15,15,93,1.035,37;-;37,0.3,0.97,37;-;37,,1.014,37;-;37,1.3,0.974,37;-;37,0.1,0.973,37;-;37,,160.44,46.87,15,48,,,,,140.56,42.99,14,45,335,36,9.28
Q16706,Alpha-mannosidase 2,7.78,6,7,8,16,1.159,6;-;4,17,0.935,6;-;4,,1.049,6;-;4,3.5,1.105,6;-;4,1.2,0.974,6;-;4,,27.36,7.78,8,9,,,,,18.44,4.28,6,7,1144,131.1,7.58
Q16740,"Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial",23.47,1,5,5,11,1.036,5;-;4,1.6,0.942,5;-;4,,0.99,5;-;4,1.7,1.024,5;-;4,15.9,0.95,5;-;4,,14.38,23.47,5,5,,,,,16.82,17.69,4,6,277,30.2,8.09
Q16762,Thiosulfate sulfurtransferase,46.13,3,12,12,51,1.202,26;-;24,11.8,0.769,26;-;24,,1.011,26;-;24,0.8,0.808,26;-;24,2.9,0.872,26;-;24,,89.06,44.11,10,27,,,,,78.38,43.77,11,24,297,33.4,7.25
Q16774,Guanylate kinase,38.58,9,6,6,11,0.947,3;-;4,4.5,0.927,3;-;4,,0.928,3;-;4,10,0.836,3;-;4,2.9,0.938,3;-;4,,12.52,15.23,4,5,,,,,15.96,27.92,4,6,197,21.7,6.55
Q16775,"Isoform 2 of Hydroxyacylglutathione hydrolase, mitochondrial",31.54,3,7,7,16,0.757,8;-;4,11.5,0.974,8;-;4,,0.946,8;-;4,4.8,0.899,8;-;4,2,0.961,8;-;4,,30.36,31.54,7,11,,,,,16.08,12.69,3,5,260,28.8,7.33
Q16777,Histone H2A type 2-C,68.22,2,1,11,381,0.69,1;-;1,17.9,0.909,1;-;1,,0.618,1;-;1,6.6,2.097,1;-;1,13.3,1.047,1;-;1,,449.43,68.22,11,198,,,,,447.39,68.22,10,183,129,14,10.9
Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",10.34,2,4,4,7,1.21,1;-;3,4.8,0.995,1;-;3,,1.109,1;-;3,1.1,1.203,1;-;3,5.3,0.922,1;-;3,,5.33,5.04,2,2,,,,,17.05,10.34,4,5,377,42.5,9.8
Q16799,Isoform RTN1-A of Reticulon-1,3.99,1,2,2,3,0.684,2;-;1,18.4,1.188,2;-;1,,1.032,2;-;1,14.6,0.916,2;-;1,14.3,0.995,2;-;1,,7.72,3.99,2,2,,,,,2.74,2.32,1,1,776,83.6,4.69
Q16822,"Isoform 1 of Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",32.5,2,15,15,48,0.883,18;-;11,0.2,1.057,18;-;11,,1.086,18;-;11,1.1,1.056,18;-;11,0.9,1.016,18;-;11,,92.29,25.94,11,27,,,,,71.97,29.22,13,21,640,70.7,7.62
Q16829,Isoform PYST2-L of Dual specificity protein phosphatase 7,3.26,2,1,1,1,,,,,,,,,,,,,,,,3.5,3.26,1,1,,,,,,,,,368,40.5,5.53
Q16831,Isoform 1 of Uridine phosphorylase 1,18.06,6,5,5,8,0.876,4;-;3,6,1.114,4;-;3,,1.064,4;-;3,0.6,1.146,4;-;3,3,1.05,4;-;3,,19.17,18.06,5,5,,,,,10.76,10.97,3,3,310,33.9,7.88
Q16836,"Isoform 1 of Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",44.59,4,12,13,60,1.037,20;-;19,4.1,0.9,20;-;19,,1.006,20;-;19,0.1,0.935,20;-;19,4.9,0.977,20;-;19,,77.47,33.12,11,28,,,,,103.24,42.68,12,32,314,34.3,8.85
Q16851,Isoform 1 of UTP--glucose-1-phosphate uridylyltransferase,52.76,17,24,24,107,0.991,50;-;36,4.1,0.928,50;-;37,,0.986,50;-;37,1.3,0.909,50;-;37,1.4,0.953,50;-;37,,202.94,50.98,21,59,,,,,166.66,46.65,22,48,508,56.9,8.15
Q16854,"Isoform 2 of Deoxyguanosine kinase, mitochondrial",24.34,6,3,3,3,1.312,-;-;1,,0.967,-;-;1,,1.291,-;-;1,,1.086,-;-;1,,1.122,-;-;1,,2.79,4.76,1,1,,,,,7.07,19.58,2,2,189,21.4,9.45
Q16864,V-type proton ATPase subunit F,24.37,3,3,3,12,1.659,2;-;5,41,0.975,2;-;5,,0.901,2;-;4,20.4,0.92,2;-;5,3.4,0.914,2;-;5,,17.23,17.65,2,5,,,,,12.94,24.37,3,7,119,13.4,5.52
Q16873,Leukotriene C4 synthase,9.33,1,1,1,1,0.949,1;-;-,,0.713,1;-;-,,0.984,1;-;-,,0.653,1;-;-,,0.856,1;-;-,,3.68,9.33,1,1,,,,,,,,,150,16.6,10.18
Q16875,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 isoform 2",5.8,6,1,1,1,,,,,,,,,,,,,,,,4.83,5.8,1,1,,,,,,,,,500,57.3,8.21
Q16891,Isoform 2 of Mitochondrial inner membrane protein,59.57,48,44,46,152,0.952,67;-;57,2.8,0.965,67;-;57,,0.998,67;-;57,1.3,0.967,67;-;57,2.8,0.98,67;-;57,,280.32,57.56,42,79,,,,,255.65,52.21,39,73,747,82.6,6.57
Q17RC7,SEC6-like protein C14orf73,6.65,1,4,4,8,0.924,2;-;5,2.9,0.71,2;-;5,,0.809,2;-;5,3.5,0.653,2;-;5,5.5,0.749,2;-;5,,11.69,4.5,3,3,,,,,17.43,6.65,4,5,933,102.1,7.3
Q17RN3,Isoform 2 of Protein FAM98C,13.48,2,2,2,3,1.068,2;-;1,12,1.042,2;-;1,,0.964,2;-;1,10.2,1.041,2;-;1,17.5,1.025,2;-;1,,6.04,13.48,2,2,,,,,2.19,5.62,1,1,267,28.7,7.18
Q1KMD3,Heterogeneous nuclear ribonucleoprotein U-like protein 2,50.07,2,36,37,172,1.023,74;-;66,0.7,1.219,74;-;66,,1.086,74;-;66,0.2,1.234,74;-;66,2.8,1.163,74;-;66,,249.46,45.78,33,89,,,,,234.34,46.05,33,83,747,85.1,4.91
Q1MSJ5,Isoform 2 of Centrosome and spindle pole-associated protein 1,1.48,3,1,1,2,1.184,1;-;-,,0.837,1;-;-,,1.178,1;-;-,,0.759,1;-;-,,0.809,1;-;-,,0,1.48,1,2,,,,,,,,,876,101.5,6.58
Q29940,"HLA class I histocompatibility antigen, B-59 alpha chain",52.21,10,1,14,172,0.933,-;-;1,,0.757,-;-;1,,0.915,-;-;1,,0.69,-;-;1,,0.777,-;-;1,,272.71,50.55,13,83,,,,,311.06,48.07,12,89,362,40.6,6.3
Q29963,"HLA class I histocompatibility antigen, Cw-6 alpha chain",54.64,63,1,15,126,1.283,1;-;-,,1.112,1;-;-,,1.308,1;-;-,,1.629,1;-;-,,1.083,1;-;-,,214.76,54.64,14,58,,,,,256.25,48.63,13,68,366,40.9,6
Q29974,"HLA class II histocompatibility antigen, DRB1-16 beta chain",35.34,14,0,10,54,,,,,,,,,,,,,,,,86.58,35.34,10,28,,,,,86.51,35.34,9,26,266,30,7.74
Q2KHT3,Isoform 2 of Protein CLEC16A,1.55,4,1,1,6,1.11,2;-;-,,0.751,2;-;-,,0.968,2;-;-,,0.684,2;-;-,,0.809,2;-;-,,9.49,1.55,1,4,,,,,4.38,1.55,1,2,906,103.5,6.61
Q2M1K9,Zinc finger protein 423,0.86,1,1,1,4,1.089,1;-;3,8.9,0.847,1;-;3,,0.876,1;-;3,25.8,0.764,1;-;3,8.7,0.748,1;-;3,,0,0.86,1,1,,,,,0,0.86,1,3,1284,144.5,6.89
Q2M2I8,Isoform 2 of AP2-associated protein kinase 1,26.07,3,16,17,28,0.986,13;-;7,2.2,1.054,13;-;7,,1.003,13;-;7,0.8,1.085,13;-;7,1,1.067,13;-;7,,54.32,19,13,16,,,,,35.41,15.76,11,12,863,93.5,8.53
Q2M385,Macrophage-expressed gene 1 protein,5.73,2,4,4,7,1.163,2;-;2,5.3,1.023,2;-;2,,1.047,2;-;2,0.4,0.996,2;-;2,1.8,1.07,2;-;2,,6.58,4.61,3,4,,,,,7.25,3.77,2,3,716,78.5,7.65
Q2M389,KIAA1033 protein,12.86,10,12,13,27,0.974,13;-;11,6.6,1.084,13;-;11,,1.065,13;-;11,2.8,1.082,13;-;11,4.2,1.04,13;-;11,,41.76,12.01,12,16,,,,,35.05,10.14,9,11,1174,136.4,7.44
Q2M3D2,Exocyst complex component 3-like protein 2,16.14,1,4,4,6,0.877,3;-;2,14.3,0.662,3;-;2,,0.851,3;-;2,18.7,0.659,3;-;2,1.1,0.785,3;-;2,,11.48,13.69,3,3,,,,,11.96,10.51,2,3,409,45.8,7.71
Q2NL68,Isoform 3 of Uncharacterized protein C19orf55,9.84,6,1,1,3,,,,,,,,,,,,,,,,0,9.84,1,3,,,,,,,,,193,20.7,6.79
Q2NL82,Pre-rRNA-processing protein TSR1 homolog,2.74,1,2,2,4,1.167,1;-;2,2.7,1.014,1;-;2,,1.187,1;-;2,1.3,1.137,1;-;2,4.9,1.158,1;-;2,,4.13,2.74,2,2,,,,,3.72,2.74,2,2,804,91.8,7.42
Q2NL98,Vimentin-type intermediate filament-associated coiled-coil protein,3.55,6,1,1,1,,,,,,,,,,,,,,,,2.49,3.55,1,1,,,,,,,,,169,18.3,5.73
Q2PZI1,Isoform 2 of Protein dpy-19 homolog 1,24.71,2,1,1,1,0.779,-;-;1,,0.695,-;-;1,,0.923,-;-;1,,0.735,-;-;1,,0.895,-;-;1,,,,,,,,,,4.35,24.71,1,1,85,9.9,8.27
Q2T9F4,Integrator complex subunit 4-like protein 2,3.87,5,1,1,1,0.533,1;-;-,,0.765,1;-;-,,1.147,1;-;-,,0.911,1;-;-,,0.899,1;-;-,,0,3.87,1,1,,,,,,,,,439,48.9,6.21
Q2TAA5,Asparagine-linked glycosylation protein 11 homolog,3.25,1,1,1,4,0.976,2;-;2,4.6,0.785,2;-;2,,1.009,2;-;2,8.3,0.824,2;-;2,9,0.904,2;-;2,,7.26,3.25,1,2,,,,,6.93,3.25,1,2,492,55.6,8.48
Q2TAY7,WD40 repeat-containing protein SMU1,17.15,1,8,8,15,1.096,7;-;5,9.1,1.156,7;-;5,,1.021,7;-;5,4.8,1.058,7;-;5,4.4,1.137,7;-;5,,27.55,15.98,7,8,,,,,12.98,11.7,5,7,513,57.5,7.18
Q2TB10,Zinc finger protein 800,2.71,1,2,2,2,1.015,1;-;-,,1.31,1;-;-,,1.121,1;-;-,,1.392,1;-;-,,1.235,1;-;-,,5.86,2.71,2,2,,,,,,,,,664,75.2,9.47
Q30154,"HLA class II histocompatibility antigen, DR beta 5 chain",36.09,8,1,10,53,0.878,1;-;1,2,1.354,1;-;1,,1.315,1;-;1,0.8,1.387,1;-;1,7.1,1.288,1;-;1,,91.78,36.09,10,28,,,,,92.82,36.09,9,25,266,30,6.93
Q31612,"HLA class I histocompatibility antigen, B-73 alpha chain",33.06,13,0,8,88,,,,,,,,,,,,,,,,137.81,30.3,7,38,,,,,185.48,33.06,8,50,363,40.4,6.24
Q32MZ4,Isoform 3 of Leucine-rich repeat flightless-interacting protein 1,39.1,5,22,23,81,0.982,33;-;29,0.6,1.231,33;-;29,,1.098,33;-;29,4.1,1.278,33;-;29,0.6,1.103,33;-;29,,125.38,33.64,19,47,,,,,102.82,28.99,18,34,752,82.6,4.61
Q32P28,Isoform 1 of Prolyl 3-hydroxylase 1,20.65,6,9,9,16,0.945,7;-;4,24.6,0.778,7;-;4,,0.932,7;-;4,0.3,0.758,7;-;4,10.2,0.87,7;-;4,,35.46,16.71,8,10,,,,,18.88,15.76,6,6,736,83.3,5.14
Q32P44,Isoform 1 of Echinoderm microtubule-associated protein-like 3,17.3,8,13,13,26,1.03,9;-;8,3.3,1.002,9;-;8,,0.957,9;-;8,1.5,1.021,9;-;8,13.4,0.973,9;-;8,,44.17,12.95,9,12,,,,,45.55,14.29,11,14,896,95.1,7.12
Q3KQU3,Isoform 2 of MAP7 domain-containing protein 1,6.97,12,4,6,12,1.019,4;-;3,4.8,1.219,4;-;3,,1.018,4;-;3,1,1.283,4;-;3,6.3,1.137,4;-;3,,16.98,6.23,5,6,,,,,16.81,6.97,6,6,803,88.7,10.05
Q3KQV9,Isoform 1 of UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,15.78,7,6,6,10,1.108,5;-;1,2.3,1.255,5;-;1,,1.366,5;-;1,0.4,1.341,5;-;1,6.1,1.248,5;-;1,,16.29,15.78,6,6,,,,,8.9,7.89,3,4,507,57,6.32
Q3KQZ1,Isoform 3 of Solute carrier family 25 member 35,3.83,4,1,1,1,0.933,1;-;-,,0.737,1;-;-,,0.873,1;-;-,,0.7,1;-;-,,0.79,1;-;-,,4.1,3.83,1,1,,,,,,,,,287,30.7,8.46
Q3LXA3,Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing),28.17,2,13,13,39,1.048,17;-;14,2,0.946,17;-;14,,0.969,17;-;14,1.7,0.941,17;-;14,6.3,0.968,17;-;14,,76.99,25.22,11,21,,,,,65.17,25.91,12,18,575,58.9,7.49
Q3MII6,"cDNA FLJ54629, highly similar to Homo sapiens ornithine aminotransferase-like 1 (OATL1), transcript variant 2, mRNA",2.17,1,1,1,1,1.177,1;-;-,,0.934,1;-;-,,1.025,1;-;-,,1.047,1;-;-,,1.008,1;-;-,,3.95,2.17,1,1,,,,,,,,,692,76.7,6.23
Q3SXM5,Inactive hydroxysteroid dehydrogenase-like protein 1,16.36,2,5,5,8,0.854,5;-;3,9,0.781,5;-;3,,0.935,5;-;3,1.3,0.751,5;-;3,10,0.808,5;-;3,,17.42,16.36,5,5,,,,,12.01,8.79,2,3,330,37,8.65
Q3V6T2,Isoform 2 of Girdin,1.57,9,2,3,5,1.304,-;-;1,,1.375,-;-;1,,1.301,-;-;1,,1.506,-;-;1,,1.195,-;-;1,,5.87,1.14,2,2,,,,,8.19,1.57,3,3,1843,212.5,5.97
Q3YEC7,Isoform 1 of Putative GTP-binding protein Parf,6.04,6,3,3,5,0.9,2;-;3,20.9,1.078,2;-;3,,0.954,2;-;3,9.3,1.083,2;-;3,31.3,0.95,2;-;3,,7.19,4.66,2,2,,,,,8.56,6.04,3,3,729,79.5,5.22
Q3ZCQ8,Isoform 1 of Mitochondrial import inner membrane translocase subunit TIM50,17.28,2,5,5,10,0.963,4;-;5,8.8,0.942,4;-;5,,0.96,4;-;5,1.3,1.003,4;-;5,1.5,1.049,4;-;5,,17.45,15.01,4,5,,,,,17.67,13.88,4,5,353,39.6,8.37
Q3ZCW2,Galectin-related protein,55.23,3,11,11,44,1.551,18;-;15,12.2,0.835,18;-;15,,0.962,18;-;15,3.4,0.972,18;-;15,10,0.872,18;-;15,,80.37,51.16,10,24,,,,,64.73,44.19,7,20,172,19,5.35
Q460N5,poly [ADP-ribose] polymerase 14,9.88,7,13,14,23,1.019,6;-;5,9.8,1.128,6;-;5,,1.148,6;-;5,2.4,1.498,6;-;5,11.1,1.137,6;-;5,,36.46,7.88,11,13,,,,,30.7,6.55,9,10,1801,202.7,7.18
