Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
Q13243,"Isoform SRP40-1 of Splicing factor, arginine/serine-rich 5",31.99,6,8,9,43,1.254,7;8;10,1.7,2.098,7;8;10,11.5,1.381,7;8;10,7.5,1.026,7;8;10,7.6,1.187,7;8;10,7.3,41.58,31.99,8,14,37.97,31.99,8,15,37.94,26.84,8,14,272,31.2,11.59
Q13257,Mitotic spindle assembly checkpoint protein MAD2A,7.8,1,2,2,5,0.89,-;1;1,,1.485,-;1;1,45.7,0.839,-;1;1,9.2,0.751,-;1;1,,1.138,-;1;1,4.4,2.35,4.39,1,2,0,4.39,1,1,4.39,7.8,2,2,205,23.5,5.08
Q13263,Isoform 1 of Transcription intermediary factor 1-beta,37.96,2,28,28,180,1.242,45;38;38,3.6,1.45,45;38;38,8.2,1.346,45;38;38,1.5,1.134,45;38;38,2.1,1.087,45;38;38,2.2,179.61,33.41,23,62,187.08,32.34,22,61,167.53,26.71,19,57,835,88.5,5.77
Q13283,Ras GTPase-activating protein-binding protein 1,22.75,2,7,8,23,1.259,5;3;3,9.9,0.895,5;3;3,42.7,1.386,5;3;3,22.9,0.917,5;3;3,8.5,1.07,5;3;3,8.5,24.35,15.67,6,9,16.87,16.52,5,7,15.18,13.73,5,7,466,52.1,5.52
Q13287,N-myc-interactor,48.21,1,10,10,44,1.123,12;11;10,5,0.835,12;11;10,11.5,0.894,12;11;10,8.9,1.079,12;11;10,2.8,1.059,12;11;10,3.1,39.16,48.21,10,15,37.38,45.28,9,15,36.48,48.21,10,14,307,35,5.34
Q13303,Isoform 2 of Voltage-gated potassium channel subunit beta-2,28.05,19,8,8,33,1.134,7;5;4,7.9,0.814,7;5;4,8,0.955,7;5;4,14.1,1.009,7;5;4,4.3,0.992,7;5;4,7.3,36.15,28.05,7,11,32.18,24.08,7,10,37.01,18.13,5,12,353,39.3,8.62
Q13315,Isoform 1 of Serine-protein kinase ATM,7.23,6,18,18,38,1.097,5;5;7,16.8,1.428,5;5;7,8.9,1.274,5;5;7,11.4,1.122,5;5;7,16.2,1.013,5;5;7,5.9,37.64,4.16,10,12,33.63,4.29,10,11,45.49,5.14,12,15,3056,350.5,6.81
Q13319,Cyclin-dependent kinase 5 activator 2,3,1,1,1,2,0.551,-;1;-,,4.282,-;1;-,,1.094,-;1;-,,1.29,-;1;-,,1.619,-;1;-,,0,3,1,1,0,3,1,1,,,,,367,38.7,9.72
Q13325,Interferon-induced protein with tetratricopeptide repeats 5,17.63,4,6,6,23,1.038,5;3;6,3.4,1.05,5;3;6,5.6,0.931,5;3;6,5.3,0.963,5;3;6,13.8,1.101,5;3;6,1,24.02,16.39,5,7,19.32,12.66,5,7,22.1,12.66,5,9,482,55.8,7.4
Q13347,Eukaryotic translation initiation factor 3 subunit I,70.15,4,17,17,82,0.998,14;13;12,4.1,1.437,14;13;12,5.5,0.956,14;13;12,5.9,1.045,14;13;12,10.1,1.021,14;13;12,2.3,76.08,58.77,15,31,58.85,52.62,14,24,63.69,44.62,12,27,325,36.5,5.64
Q13351,Krueppel-like factor 1,4.14,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,0,4.14,1,2,362,38.2,7.14
Q13356,Isoform 1 of Peptidyl-prolyl cis-trans isomerase-like 2,8.65,7,3,3,8,1.187,2;2;1,21.7,1.085,2;2;1,17.2,1.196,2;2;1,14.4,1.172,2;2;1,13.9,0.974,2;2;1,3.8,9.84,8.65,3,3,9.5,7.5,2,4,0,3.27,1,1,520,58.8,8.78
Q13362,Isoform Gamma-2 of Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,10.1,7,2,3,26,1.115,6;6;3,8.6,1.028,6;6;3,36.5,0.893,6;6;3,12.8,0.915,6;6;3,12,1.034,6;6;3,7,34.42,10.1,3,12,27.77,8.04,2,9,13.02,8.04,2,5,485,56.6,7.23
Q13404,Isoform 3 of Ubiquitin-conjugating enzyme E2 variant 1,40.14,11,5,8,81,1.04,4;5;5,7.2,1.653,4;5;5,12.8,0.734,4;5;5,10.4,1.049,4;5;5,7.8,0.928,4;5;5,7,76.6,36.05,6,23,80.11,36.05,7,25,90.22,40.14,8,33,147,16.5,7.93
Q13405,"39S ribosomal protein L49, mitochondrial",23.49,1,3,3,14,0.884,4;2;3,19,1.414,4;2;3,16.3,1.24,4;2;3,20.1,0.801,4;2;3,18.4,1.008,4;2;3,18.4,19.38,23.49,3,6,11.29,16.27,2,4,11.77,23.49,3,4,166,19.2,9.45
Q13409,Isoform 2C of Cytoplasmic dynein 1 intermediate chain 2,28.59,18,11,11,30,0.993,9;10;6,6.5,0.983,9;10;6,9.4,0.843,9;10;6,7.7,1.024,9;10;6,9,1.084,9;10;6,3.1,29.01,16.34,7,11,32.49,20.1,9,11,21.37,14.71,7,8,612,68.4,5.29
Q13418,Integrin-linked protein kinase,52.43,4,25,25,394,0.451,72;74;80,2.5,0.47,72;74;80,9.1,0.282,72;74;80,6.4,0.602,72;74;80,4.2,0.734,72;74;80,1.6,302.03,50.88,24,129,309.05,46.24,22,128,345.65,46.24,22,137,452,51.4,8.07
Q13422,Isoform Ik1 of DNA-binding protein Ikaros,25.63,26,6,11,42,1.467,5;7;4,6.4,1.588,5;7;4,23.3,2.034,5;7;4,7.2,1.331,5;7;4,5.8,1.134,5;7;4,2.4,36.24,17.34,8,13,50.3,24.47,10,18,31.83,17.15,8,11,519,57.5,6.58
Q13423,"NAD(P) transhydrogenase, mitochondrial",35.17,6,37,38,226,0.825,55;44;45,3.4,0.786,55;44;45,2.9,0.954,55;44;45,5,0.906,55;44;45,3.3,0.911,55;44;45,1.3,210.44,32.6,33,82,189.57,28.73,29,72,195.39,32.14,32,72,1086,113.8,8.09
Q13427,Isoform 1 of Peptidyl-prolyl cis-trans isomerase G,8.89,6,6,6,15,1.296,4;3;2,20.2,0.762,4;3;2,64.6,1.828,4;3;2,31.2,1.578,4;3;2,17.9,1.106,4;3;2,2.5,13.44,7.29,5,7,3.18,5.57,3,3,8.89,3.98,2,5,754,88.6,10.29
Q13428,treacle protein isoform a,25.1,16,38,39,147,1.232,36;33;26,2.9,1.765,36;33;26,8,1.505,36;33;26,6.5,1.142,36;33;26,1,1.042,36;33;26,3.3,128.77,22.83,35,59,119.68,20.55,30,47,101.12,15.38,24,41,1450,148.2,8.92
Q13432,Isoform A of Protein unc-119 homolog A,20.42,4,3,3,4,1.297,1;2;-,19.5,0.46,1;2;-,8.8,1.115,1;2;-,,1.209,1;2;-,19.9,1.158,1;2;-,18.7,2.71,6.25,1,1,7.16,20.42,3,3,,,,,240,26.9,6.42
Q13435,Splicing factor 3B subunit 2,37.32,2,24,24,104,1.464,23;26;20,2.5,1.622,23;26;20,19.3,1.685,23;26;20,2.8,1.221,23;26;20,8.4,1.12,23;26;20,3.8,130.46,32.74,20,42,101.41,29.72,18,35,69.09,25.25,17,27,895,100.2,5.67
Q13439,Isoform 4 of Golgin subfamily A member 4,2.11,18,3,5,10,0.887,1;-;1,3.8,1.588,1;-;1,,1.019,1;-;1,11.7,1.024,1;-;1,1.2,1.007,1;-;1,,8.02,0.99,3,3,6.14,0.94,3,3,9.08,1.26,3,4,2228,260.8,5.39
Q13442,28 kDa heat- and acid-stable phosphoprotein,46.96,2,10,10,47,0.967,11;12;9,6.1,0.843,11;12;9,34.5,0.741,11;12;9,2.4,1.083,11;12;9,10.7,0.96,11;12;9,7.9,36.57,43.65,9,16,40.34,45.86,8,17,34.4,28.18,6,14,181,20.6,8.87
Q13445,Transmembrane emp24 domain-containing protein 1,11.01,1,2,2,8,0.779,2;1;-,10.7,0.449,2;1;-,35.2,0.927,2;1;-,,0.92,2;1;-,22.1,0.936,2;1;-,4.6,9.31,11.01,2,3,6.11,11.01,2,2,7.28,11.01,2,3,227,25.2,4.48
Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5,53.39,3,22,22,127,1.261,34;31;34,4,1.195,34;31;34,13.8,1.098,34;31;34,4.5,1.134,34;31;34,2.2,1.079,34;31;34,2.9,134.87,46.61,18,45,123.24,44.2,18,42,115.75,43.98,18,40,457,51.2,5.9
Q13464,Rho-associated protein kinase 1,35.01,6,34,42,121,0.823,24;16;23,5.7,0.808,24;16;23,10.3,0.638,24;16;23,7.6,0.894,24;16;23,11.4,0.968,24;16;23,7.6,137.39,25.04,29,44,102.47,21.34,25,36,125.28,26,30,41,1354,158.1,5.9
Q13485,Mothers against decapentaplegic homolog 4,6.88,3,3,3,5,0.836,2;1;1,11.1,1.071,2;1;1,8.5,1.115,2;1;1,15.2,0.848,2;1;1,15,1.023,2;1;1,10.3,4.81,5.43,2,2,6.31,5.25,2,2,3.3,3.8,1,1,552,60.4,6.99
Q13488,Isoform Long of V-type proton ATPase 116 kDa subunit a isoform 3,9.76,2,9,9,22,1.316,5;2;1,9.2,1.32,5;2;1,50.2,1.79,5;2;1,5.9,1.31,5;2;1,7.2,1.029,5;2;1,2.6,19.12,7.95,7,9,15.56,8.31,6,6,20.69,7.59,5,7,830,92.9,7.12
Q13492,Isoform 3 of Phosphatidylinositol-binding clathrin assembly protein,12.13,6,7,8,27,0.845,9;5;7,3.5,0.846,9;5;7,37.4,0.827,9;5;7,3.9,0.837,9;5;7,5.7,0.926,9;5;7,1.4,22.84,11.15,7,13,13.09,4.59,3,6,13.47,7.05,5,8,610,66.4,8.81
Q13496,Myotubularin,4.48,1,2,2,7,0.512,2;2;1,14.9,0.42,2;2;1,22.5,0.396,2;2;1,7.6,0.663,2;2;1,21,0.795,2;2;1,1.9,9.38,4.48,2,3,8,4.48,2,3,0,3.15,1,1,603,69.9,8.18
Q13501,Isoform 1 of Sequestosome-1,17.73,11,4,4,5,1.139,2;1;-,31.2,0.849,2;1;-,62.4,1.388,2;1;-,,1.248,2;1;-,33.4,1.098,2;1;-,16,12.28,14.77,3,4,0,2.95,1,1,,,,,440,47.7,5.22
Q13510,Isoform 2 of Acid ceramidase,21.17,4,8,8,32,0.93,8;9;8,0.8,1.38,8;9;8,17.3,1.355,8;9;8,20.1,0.805,8;9;8,8.5,0.99,8;9;8,1.6,26.8,16.3,6,11,26.95,14.84,6,10,27.3,21.17,8,11,411,46.5,7.85
Q13523,Serine/threonine-protein kinase PRP4 homolog,15.69,3,14,15,48,1.464,8;10;7,8.1,1.117,8;10;7,33,1.793,8;10;7,18.9,1.327,8;10;7,19.5,1.178,8;10;7,8.2,44.11,9.83,10,17,46.85,12.02,12,19,33.82,8.64,9,12,1007,116.9,10.26
Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,43.56,3,6,6,31,0.723,8;7;5,11.9,0.558,8;7;5,79.1,0.509,8;7;5,19.2,0.794,8;7;5,15.8,0.937,8;7;5,4.2,32.75,43.56,6,12,29.07,27.61,4,11,23.34,39.26,5,8,163,18.2,8.82
Q13546,Isoform 1 of Receptor-interacting serine/threonine-protein kinase 1,12.82,2,5,5,16,0.844,5;5;3,4.9,0.791,5;5;3,37.4,0.77,5;5;3,28.6,0.868,5;5;3,6.5,0.968,5;5;3,1.6,21.6,12.82,5,7,19.73,7.75,3,6,9.9,5.22,2,3,671,75.9,6.33
Q13547,Histone deacetylase 1,26.56,6,7,13,45,1.085,6;5;5,8.1,1.749,6;5;5,10.6,1.453,6;5;5,13,1.094,6;5;5,8.3,1.032,6;5;5,3.5,36.23,25.1,11,19,35.41,20.12,9,12,32.74,19.29,9,14,482,55.1,5.48
Q13555,calcium/calmodulin-dependent protein kinase type II subunit gamma isoform 4,21.62,33,4,9,45,0.983,4;4;4,5.1,0.606,4;4;4,40.3,0.902,4;4;4,10.2,0.917,4;4;4,23.5,0.98,4;4;4,5.8,45.12,17.98,6,17,33.97,19.19,7,13,32.45,20,8,15,495,55.9,7.18
Q13557,Isoform Delta 6 of Calcium/calmodulin-dependent protein kinase type II subunit delta,24.27,26,4,9,54,1.012,7;7;7,13.2,1.269,7;7;7,26.6,0.794,7;7;7,17.2,0.95,7;7;7,15.9,0.957,7;7;7,3.9,49.26,20.5,6,19,36.68,21.76,7,16,45.57,20.29,8,19,478,54.1,7.25
Q13561,dynactin subunit 2,45.07,6,16,17,129,0.914,29;37;25,10.4,0.854,29;37;25,6.7,0.838,29;37;25,9.4,1.033,29;37;25,17.2,0.915,29;37;25,4.8,136.19,44.83,16,43,154.54,41.87,15,49,120.08,41.87,15,37,406,44.8,5.17
Q13573,SNW domain-containing protein 1,26.49,3,12,12,27,1.432,5;6;7,15.5,1.774,5;6;7,24.4,1.282,5;6;7,19,1.147,5;6;7,8.4,1.256,5;6;7,5.4,26.53,17.16,6,8,24.01,18.47,7,8,34.49,16.6,6,11,536,61.5,9.52
Q13576,Isoform 1 of Ras GTPase-activating-like protein IQGAP2,55.24,10,77,81,544,0.645,118;112;109,2.5,0.546,118;112;108,8.7,0.532,118;112;108,8.2,0.672,118;112;109,5.7,0.846,118;112;108,0.7,542.39,52,70,206,478.14,49.33,69,174,438.14,45.14,57,164,1575,180.5,5.64
Q13586,Stromal interaction molecule 1,27.3,8,16,16,50,0.64,3;10;9,27.8,0.47,3;10;9,6,0.636,3;10;9,41.4,0.782,3;10;9,35.4,0.8,3;10;9,10.7,43.62,17.37,11,17,56.81,26.42,14,19,42.07,17.52,12,14,685,77.4,6.67
Q13595,Isoform Short of Transformer-2 protein homolog alpha,55.75,2,5,5,14,0.958,2;1;2,11.9,1.996,2;1;2,30.6,1.392,2;1;2,20.8,0.95,2;1;2,4.2,0.892,2;1;2,13.9,13.6,39.82,3,4,10.17,39.82,3,4,11.45,55.75,5,6,113,12.9,9.98
Q13596,Isoform 1A of Sorting nexin-1,33.48,4,15,17,40,0.997,4;6;1,15.5,1.62,4;6;1,53.1,0.784,4;6;1,17.1,0.946,4;6;1,14.3,1.022,4;6;1,10.3,28.87,20.79,9,13,43.53,25.38,12,18,28.59,17.51,7,9,457,51.8,5.64
Q13601,HRB2 variant B,8.02,3,3,3,5,1.307,-;1;1,,2.442,-;1;1,1.6,1.831,-;1;1,8.2,1.242,-;1;1,,1.119,-;1;1,12,2.38,3.7,1,1,5.65,8.02,3,3,3.56,3.7,1,1,324,36.6,9.61
Q13618,Isoform 3 of Cullin-3,19.09,4,10,11,32,0.849,9;7;7,4,1.177,9;7;7,15.6,0.823,9;7;7,9.5,0.662,9;7;7,17.7,0.974,9;7;7,2.8,37.01,17.09,9,13,24.71,17.09,9,10,24.28,14.53,8,9,702,81,8.51
Q13619,Isoform 1 of Cullin-4A,7.91,3,3,6,24,0.882,3;2;1,7,0.985,3;2;1,13.8,0.807,3;2;1,15.6,0.825,3;2;1,8.4,1.013,3;2;1,1,25.96,6.72,5,10,19.1,6.32,5,10,9.58,3.69,3,4,759,87.6,8.13
Q13620,Isoform 2 of Cullin-4B,13.07,5,7,10,31,1.227,2;4;2,6.9,1.342,2;4;2,26.5,1.152,2;4;2,18.3,1.247,2;4;2,8.4,0.991,2;4;2,3.4,24.58,8.49,6,11,26.33,8.94,8,13,18.41,5.81,5,7,895,102.2,7.94
Q13627,Isoform 2 of Dual specificity tyrosine-phosphorylation-regulated kinase 1A,6.05,11,3,3,3,0.842,-;1;-,,1.462,-;1;-,,0.692,-;1;-,,0.802,-;1;-,,0.934,-;1;-,,2.04,2.46,1,1,4.77,3.59,2,2,,,,,529,60.3,9.13
Q13630,GDP-L-fucose synthase,26.17,3,8,8,21,1.001,3;5;5,7.5,1.744,3;5;5,6.7,0.795,3;5;5,5.1,0.933,3;5;5,8.6,1.045,3;5;5,8.4,13.27,17.13,4,6,15.89,15.58,5,8,16.25,18.38,5,7,321,35.9,6.6
Q13636,ras-related protein Rab-31,35.9,2,4,6,14,1.009,-;1;-,,0.623,-;1;-,,1.386,-;1;-,,1.119,-;1;-,,1.069,-;1;-,,11.72,12.82,2,4,10.76,21.03,3,4,14.64,27.69,5,6,195,21.7,7.06
Q13637,Ras-related protein Rab-32,46.22,1,8,10,48,0.536,7;4;6,15.3,0.65,7;4;6,26.5,0.529,7;4;6,25.1,0.474,7;4;6,13.3,0.835,7;4;6,9.4,45.99,39.11,8,17,41.16,42.22,9,16,41.54,35.56,8,15,225,25,6.54
Q13642,Isoform 1 of Four and a half LIM domains protein 1,69.64,15,18,18,186,0.44,57;48;44,2.4,0.376,57;48;44,12.5,0.208,57;48;44,5.8,0.742,57;48;44,0.7,0.725,57;48;44,0.9,191.81,69.29,17,71,161.79,62.14,15,59,173.61,66.43,16,56,280,31.9,8.32
Q13643,Four and a half LIM domains protein 3,2.5,1,1,1,1,,,,,,,,,,,,,,,,0,2.5,1,1,,,,,,,,,280,31.2,6.2
Q13761,Isoform 1 of Runt-related transcription factor 3,7.47,9,3,3,11,1.143,2;2;3,2,1.546,2;2;3,19.9,1.43,2;2;3,10.5,1.097,2;2;3,4.5,1.002,2;2;3,2.6,9.96,5.78,2,3,10.41,7.47,3,4,11.54,5.3,2,4,415,44.3,9.47
Q13765,Nascent polypeptide-associated complex subunit alpha,22.79,4,4,4,46,1.11,13;12;9,5.1,1.388,13;12;9,14.7,0.837,13;12;9,2.3,0.989,13;12;9,3.8,1.028,13;12;9,3.2,58.86,22.79,4,16,65.59,22.79,4,19,38.93,19.53,3,11,215,23.4,4.56
Q13795,ADP-ribosylation factor-related protein 1 isoform b,5.2,2,1,1,1,,,,,,,,,,,,,,,,0,5.2,1,1,,,,,,,,,173,19.3,5.39
Q13813,"Isoform 1 of Spectrin alpha chain, brain",62.01,5,1,141,798,1.205,2;2;2,7.6,0.946,2;2;2,30.4,1.385,2;2;2,1.9,1.08,2;2;2,4.2,1.028,2;2;2,5.8,925.29,56.8,120,300,768.24,51.62,111,267,656.21,48.87,98,231,2472,284.4,5.35
Q13813,"Isoform 2 of Spectrin alpha chain, brain",61.93,4,1,141,795,1.373,1;1;1,13.3,0.591,1;1;1,14.8,1.714,1;1;1,8.7,1.352,1;1;1,11.4,1.195,1;1;1,8.9,922.04,56.72,120,299,765.99,51.55,111,266,651.58,48.81,98,230,2477,284.9,5.35
Q13823,Nucleolar GTP-binding protein 2,2.19,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,2.19,1,1,,,,,731,83.6,9.25
Q13825,"Isoform 1 of Methylglutaconyl-CoA hydratase, mitochondrial",11.5,3,3,4,10,1.022,-;1;-,,1.878,-;1;-,,1.53,-;1;-,,1.177,-;1;-,,0.984,-;1;-,,4.16,1.77,1,2,10.61,7.96,3,5,5.78,5.31,2,3,339,35.6,9.48
Q13838,Isoform 1 of Spliceosome RNA helicase BAT1,52.8,29,12,23,215,1.311,18;19;20,9.5,1.35,18;19;20,14.5,1.378,18;19;20,6.9,1.088,18;19;20,11.8,1.13,18;19;20,2.5,200.56,50,22,72,204.41,46.26,20,68,194.14,49.3,21,75,428,49,5.67
Q13867,Bleomycin hydrolase,19.12,2,7,7,12,0.789,2;2;3,5.2,0.825,2;2;3,13.6,0.898,2;2;3,7.9,0.854,2;2;3,10.8,0.974,2;2;3,4.2,7.26,11.21,4,4,8.79,14.73,4,4,4.22,12.09,4,4,455,52.5,6.27
Q13884,Isoform 1 of Beta-1-syntrophin,25.28,6,12,12,31,0.609,4;6;8,8.2,0.634,4;6;8,15.6,0.514,4;6;8,18.9,0.786,4;6;8,3.2,0.856,4;6;8,6.1,26.37,18.96,9,10,29.86,21.38,10,11,25.74,19.89,9,10,538,58,8.63
Q13895,Bystin,2.29,1,1,1,2,0.867,-;1;1,,1.057,-;1;1,18,1.048,-;1;1,25,1.228,-;1;1,,1.362,-;1;1,22.7,,,,,2.01,2.29,1,1,0,2.29,1,1,437,49.6,8.12
Q13907,Isoform 1 of Isopentenyl-diphosphate Delta-isomerase 1,8.37,2,1,1,5,1.018,1;1;1,5,0.917,1;1;1,2.4,0.983,1;1;1,9.2,1.246,1;1;1,7,1.082,1;1;1,18,8.46,8.37,1,2,8.12,8.37,1,2,5.21,8.37,1,1,227,26.3,6.34
Q13948,Protein CASP,13.13,12,6,6,13,1.044,3;3;3,4.8,0.961,3;3;3,31.4,1.076,3;3;3,5.6,1.139,3;3;3,16.4,1.059,3;3;3,3.3,19.35,13.13,6,6,7.69,6.78,3,3,9.24,8.41,4,4,678,77.4,5.44
Q13951,Isoform 1 of Core-binding factor subunit beta,29.12,2,5,5,32,1.071,4;3;4,18.3,1.104,4;3;4,50.1,0.944,4;3;4,32.2,1.022,4;3;4,18.4,1.003,4;3;4,7.9,29.74,29.12,5,11,33.36,25.27,4,13,24.58,25.27,4,8,182,21.5,6.6
Q13976,Isoform Beta of cGMP-dependent protein kinase 1,37.32,13,21,22,72,0.428,21;16;17,9,0.356,21;16;16,7.3,0.306,21;16;17,13.6,0.588,21;16;17,7,0.775,21;16;17,3,79.66,31.63,17,28,55.66,24.05,14,21,49.53,24.64,14,23,686,77.8,5.44
Q14005,Isoform 3 of Pro-interleukin-16,46.91,9,27,27,190,1.25,47;53;47,4.7,1.345,47;53;47,3.5,1.082,47;53;47,2.6,1.159,47;53;47,3.2,1.06,47;53;47,4.2,147.07,45.64,24,59,190.63,43.42,25,70,170.22,39.94,21,61,631,66.6,5.97
Q14008,Isoform 2 of Cytoskeleton-associated protein 5,26.83,4,45,45,131,0.598,29;37;27,1.6,0.527,29;37;27,17.8,0.497,29;37;27,9.5,0.723,29;37;27,4.3,0.823,29;37;27,2.3,98.32,17.55,27,38,117.2,22.06,36,53,80.82,16.73,28,40,1972,218.4,8.06
Q14012,Calcium/calmodulin-dependent protein kinase type 1,34.59,4,6,10,42,0.389,6;7;7,4.1,0.26,6;7;7,5.3,0.301,6;7;7,25.9,0.46,6;7;7,4.5,0.787,6;7;7,4.5,36.03,29.19,8,12,48.84,31.89,9,15,45.27,29.46,8,15,370,41.3,5.29
Q14019,Coactosin-like protein,83.1,1,19,19,376,1.041,85;93;93,4.8,1.251,84;93;93,16.5,0.732,85;93;93,2.8,0.906,85;93;93,5.2,0.992,85;93;93,1.8,287.91,83.1,19,122,292.88,83.1,18,128,305.53,83.1,18,126,142,15.9,5.67
Q14028,Isoform RCNC2A of Cyclic nucleotide-gated cation channel beta-1,1.29,2,1,1,1,1.753,-;1;-,,0.385,-;1;-,,2.774,-;1;-,,1.385,-;1;-,,1.08,-;1;-,,,,,,0,1.29,1,1,,,,,1245,139.1,4.82
Q14088,Ras-related protein Rab-33A,19.41,1,4,4,5,0.975,1;-;-,,0.988,1;-;-,,1.105,1;-;-,,1.085,1;-;-,,1.032,1;-;-,,7.11,19.41,4,4,,,,,2.15,5.06,1,1,237,26.6,7.88
Q14103,Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0,56.21,6,2,23,287,1.562,7;3;4,13.2,0.506,7;3;4,37.6,2.137,7;3;4,4,1.517,7;3;4,13.7,1.306,7;3;4,3,272.51,52.29,21,95,264.77,52.29,20,97,260.95,50.65,20,95,306,32.8,8.16
Q14108,Lysosome membrane protein 2,9.83,3,5,5,8,0.947,1;3;1,7.2,1.242,1;3;1,43.1,1.168,1;3;1,20.7,0.826,1;3;1,7.9,1.044,1;3;1,3.7,7.98,6.49,3,3,7.2,5.44,3,3,4.66,4.18,2,2,478,54.3,5.14
Q14112,Isoform 2 of Nidogen-2,10.68,8,7,8,24,0.455,6;5;2,10.9,0.379,6;5;2,31.4,0.303,6;5;2,11.8,0.713,6;5;2,16.7,0.787,6;5;2,11.6,26.52,8.95,6,8,29.85,9.73,7,10,15.65,3.69,4,6,1274,140.8,5.33
Q14116,Interleukin-18,4.15,1,1,1,3,,,,,,,,,,,,,,,,2.25,4.15,1,1,1.77,4.15,1,1,1.78,4.15,1,1,193,22.3,4.67
Q14119,vascular endothelial zinc finger 1,4.61,2,2,3,4,1.25,1;1;-,13.6,1.307,1;1;-,67,1.233,1;1;-,,1.119,1;1;-,11.6,1.055,1;1;-,3.3,5.02,3.26,2,2,5.37,2.5,2,2,,,,,521,56.9,9.52
Q14141,Isoform I of Septin-6,51.29,9,16,30,195,0.864,29;24;27,1.5,1.151,29;24;27,4.8,0.74,29;24;27,11.4,0.953,29;24;27,2.8,0.899,29;24;27,1.6,160.64,51.29,28,72,154.77,44.5,24,64,147.39,45.9,22,59,427,48.8,6.81
Q14151,Scaffold attachment factor B2,20.78,4,7,22,59,1.255,7;6;2,17,0.863,7;5;2,24.9,1.69,7;6;2,13.5,1.167,7;6;2,29.7,1.093,7;6;2,14.6,59.36,17.52,17,23,46.97,17.21,15,18,48.66,9.97,12,18,953,107.4,6.16
Q14152,Eukaryotic translation initiation factor 3 subunit A,39.36,2,61,61,221,1.245,52;45;45,1.8,1.622,52;45;45,18.2,1.167,52;45;45,2.6,1.215,52;45;45,3.8,1.089,52;45;45,2.5,200.76,33.5,47,77,169.3,29.74,44,71,173.99,29.02,42,73,1382,166.5,6.79
Q14157,Isoform 1 of Ubiquitin-associated protein 2-like,11.5,10,9,9,22,1.097,6;6;5,1.8,0.881,6;6;5,9.9,0.676,6;6;5,12.9,1.174,6;6;5,5.6,1.146,6;6;5,2.8,22.79,8.56,7,9,14.75,6.72,5,6,17.43,7.82,6,7,1087,114.5,7.11
Q14160,Isoform 1 of Protein scribble homolog,1.41,6,2,2,5,1.295,1;-;1,59.6,1.545,1;-;1,,1.417,1;-;1,6.3,1.317,1;-;1,16.7,1.066,1;-;1,,2.98,0.8,1,1,6.34,1.41,2,3,3.07,0.8,1,1,1630,174.8,5.07
Q14161,Isoform 7 of ARF GTPase-activating protein GIT2,37,13,15,18,39,1.583,7;4;4,26.7,1,7;4;4,7.3,1.811,7;4;4,44.1,1.464,7;4;4,26.9,1.169,7;4;4,9.3,42.48,33.28,15,19,19.13,17.18,8,9,26.43,13.16,7,11,646,71.9,6.65
Q14162,SREC-4,4.15,4,1,1,2,0.546,2;-;-,,0.292,2;-;-,,0.399,2;-;-,,0.761,2;-;-,,0.704,2;-;-,,8.44,4.15,1,2,,,,,,,,,337,36.2,6.93
Q14164,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,3.07,1,1,2,2,1.224,-;1;-,,1.093,-;1;-,,1.578,-;1;-,,1.17,-;1;-,,1.114,-;1;-,,,,,,2.35,1.96,1,1,2.23,1.12,1,1,716,80.4,7.84
Q14165,Malectin,52.74,2,13,13,111,0.626,26;27;26,5.8,0.664,26;27;26,10.8,0.615,26;27;26,6,0.694,26;27;26,11.5,0.859,26;27;26,1.2,90.78,44.86,11,37,89.96,44.52,11,36,87.84,46.92,12,38,292,32.2,5.41
Q14197,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",29.61,2,5,5,9,1.188,1;3;2,5.3,0.755,1;3;2,7.9,1.525,1;3;2,19.5,1.287,1;3;2,10.2,0.96,1;3;2,0.7,8.24,21.36,3,3,7.65,22.82,4,4,4.6,15.05,2,2,206,23.6,10.07
Q14203,137 kDa protein,39.48,37,45,48,200,0.779,49;50;48,5.1,0.824,49;49;46,17,0.593,49;50;48,2.6,0.842,49;50;48,3.1,0.944,49;50;48,3.8,206.08,31.15,37,69,212.34,28.64,35,71,170.4,27.75,32,60,1236,136.7,5.4
Q14204,Cytoplasmic dynein 1 heavy chain 1,30.93,7,134,134,527,1.035,122;106;109,1.2,1.118,122;106;109,1.6,0.992,122;106;109,1.4,0.954,122;106;109,1.2,1.015,122;106;109,1,548.69,27.18,109,193,438.96,23.91,99,169,425.86,23.55,97,165,4646,532.1,6.4
